6144,1637,7168,613,2560,101,2611,-52,3533,50,6093,50,109,163,109,163,273,272,546,272,3994,101,3994,101,512,511,5120,1023,1820,1137,1820,1137,0,1137,2958,1137,0,1137,4096,1137,0,1137,5234,1137,4050,45,4050,45,0,45,4096,45,819,818,0,1228,0,1228,7373,818,0,2047,1365,2047,0,682,3641,454,0,454,4096,682,0,2047,6144,2047,0,2047,0,2047,0,2047,2048,2047,0,2047,4096,2047,0,2047,6144,2047
5447,1600,6939,178,1912,1,2624,66,3191,2,5704,1,0,1,124,1,150,440,396,1,4041,226,3291,1,0,302,4451,1030,1859,516,1670,829,185,1217,2301,895,0,572,4046,441,0,1040,5245,534,4021,181,3264,1,0,56,3664,1,642,588,0,1178,0,1200,7100,403,0,2123,668,1916,0,304,3379,638,178,134,3891,688,0,1699,6230,1397,0,1916,0,1796,0,1263,2013,1634,0,1640,3702,2015,0,1901,5400,1515
6086,995,6998,524,1773,1,2755,1,3635,82,5570,1,0,1,0,1,419,2,147,1,3818,1,4178,1,543,547,4782,453,1999,1095,1637,527,0,1088,2249,344,0,1298,3471,1257,0,737,4553,323,3976,1,3326,210,0,2,4067,146,377,369,0,487,0,838,6785,772,0,1870,837,2195,0,389,3095,47,0,107,3533,745,0,1936,5574,1750,0,1867,111,1255,0,1401,1426,1437,0,1282,4159,1417,0,1241,5996,1863
6136,1586,7204,273,1752,275,1831,1,3601,2,5670,1,53,1,150,193,247,2,206,44,4000,1,3634,1,0,2,4739,704,1334,662,1355,331,0,701,2901,826,0,648,3468,1184,96,1252,4767,769,4137,34,3422,176,0,2,3654,1,496,522,0,746,0,1302,7235,615,0,1899,1142,1615,0,297,3076,177,0,368,3764,1,0,2148,6126,1306,16,1583,0,1378,0,1277,1686,2018,0,1379,3332,2102,0,1992,6104,2112
5917,1091,6617,459,2047,1,1978,1,3248,2,5418,1,0,1,0,105,0,278,481,111,3763,271,3916,264,16,2,4848,1187,1162,700,1907,876,0,932,3001,696,0,498,4070,388,0,918,5247,920,3446,1,3552,192,0,2,4189,1,470,489,0,1121,0,897,7242,88,0,1530,715,1557,0,212,3312,1,0,2,4107,606,0,1472,6139,2138,0,2118,0,1820,0,1492,1389,1348,0,1875,4260,1845,177,1931,5859,1518
5741,1604,6378,452,2272,1,2086,1,2969,29,5315,1,41,1,0,286,387,2,564,197,3374,1,3520,17,392,2,5166,641,1259,703,1800,800,0,1269,2820,1082,0,839,3479,731,0,995,5361,599,3992,1,4131,115,21,2,3637,1,73,575,0,980,47,1068,7272,631,0,2005,847,1674,0,193,3359,233,156,38,4238,338,0,1258,5379,2088,173,1985,0,1875,0,1785,1517,1421,0,1869,3732,1907,0,1861,6320,1532
5429,934,6970,402,2711,76,2796,1,3143,2,5612,157,0,1,0,1,118,2,458,1,3783,1,3176,1,0,2,4959,343,1723,1076,1983,404,0,962,2313,956,157,984,3934,981,0,675,4958,683,3337,1,3895,1,24,2,3300,1,746,261,0,1176,1,938,6970,744,0,1938,913,1300,106,537,3137,1,0,555,3656,751,0,1422,6173,1462,0,1571,0,1278,0,2217,1486,1524,0,2140,4065,1736,0,1601,5330,1318
5479,1227,7302,87,2738,259,2710,1,2970,2,5486,1,84,305,277,343,0,209,662,1,4120,171,3898,1,106,2,4314,744,1874,463,1662,536,0,1209,2591,505,0,357,3635,649,0,1227,5172,357,4167,1,3283,1,0,102,4022,1,611,357,103,464,0,1389,7156,32,0,2191,1460,1641,150,736,3531,1,0,2,3598,1,110,1900,5774,1513,116,1744,0,1929,46,1795,1774,1562,118,1413,3999,1950,0,1743,5613,1919
5582,1393,6832,306,2747,1,1946,1,3059,2,5334,1,0,32,22,1,0,313,403,254,3969,1,3224,1,319,474,5299,286,1907,373,1484,1063,0,1128,3033,458,0,1188,4135,951,147,867,5211,1058,3387,1,3578,5,0,2,4027,1,172,418,0,1318,0,587,6572,876,0,2098,563,2145,0,740,3732,159,179,2,4050,839,0,1245,5961,1878,0,1668,0,1274,0,1284,1785,1645,0,1515,3550,1813,129,1232,5506,1756
5988,1224,6699,33,1747,1,1976,1,3235,93,5493,1,0,1,0,42,0,2,0,1,3216,210,3886,1,0,72,4485,1204,1864,921,1381,714,0,911,2859,576,0,1193,3537,913,172,849,5331,370,4001,1,4014,1,0,85,3345,1,390,67,0,587,0,1334,7059,616,88,1630,584,1758,0,2,3358,43,0,377,3927,636,0,1953,5716,1885,0,1612,0,2068,0,1523,1824,1618,0,2225,3411,1945,0,1812,5965,1412
6098,1411,6392,239,2582,83,2703,1,2721,2,6012,1,0,19,0,1,0,448,440,1,3828,94,3802,183,0,47,4521,820,1415,948,1500,346,0,1005,3057,880,0,1136,4141,561,0,454,5131,805,3480,1,3610,122,180,2,4102,118,882,307,0,622,0,1200,7259,69,147,2125,701,1882,137,531,3188,1,0,495,3377,609,0,1558,5940,1499,0,1985,99,1640,0,1683,2126,1670,140,1378,3624,1829,0,1786,6136,1824
5878,894,7229,1,2059,1,2714,1,3346,2,5660,1,132,1,95,1,0,2,123,1,3400,1,3574,128,0,32,4753,459,1258,369,1565,1057,0,943,2883,801,0,746,4085,537,47,995,4646,1202,3686,1,3629,1,0,78,4129,1,993,136,0,1030,0,683,6652,931,0,1742,1175,1459,0,566,3162,1,0,339,4046,93,0,1837,5652,1542,0,2122,0,2064,0,1681,2150,2208,0,2183,3328,1950,0,1828,5392,1855
6308,1125,6387,595,1995,1,2608,1,3441,230,5946,1,0,1,0,1,0,2,0,1,3338,143,3598,1,95,2,4376,823,1802,1325,1459,1108,0,1173,2884,798,0,887,3598,686,0,893,4465,839,3612,106,3569,1,83,2,3833,1,520,276,4,901,93,957,7274,813,0,2100,574,1590,0,118,3782,331,0,523,3404,127,0,1709,5693,1362,0,2161,0,1446,0,1882,1952,2188,0,1789,4105,1668,0,1585,6263,2127
6137,1465,6442,1,2421,1,2536,1,3016,182,5464,1,1,1,149,1,0,2,140,1,3523,1,3416,1,570,2,5193,462,1541,950,1688,495,0,1162,2146,1036,0,756,3338,857,78,339,4637,447,3848,1,3330,1,0,208,3863,1,978,712,0,1141,0,1214,7307,94,0,2094,906,1811,0,249,3618,10,0,303,4191,4,0,2193,5802,1414,0,1620,0,1326,0,1576,1715,1442,0,1677,3336,1880,0,1435,5930,1655
5996,828,6737,118,2649,1,2023,1,2906,2,5293,1,0,1,189,1,0,2,331,172,3901,261,4158,1,0,2,5085,237,1264,899,1620,380,0,692,3051,997,0,567,3978,454,62,700,4778,1000,4171,1,3652,1,0,2,3894,1,644,738,0,750,0,960,7140,953,11,2049,1105,2123,0,176,3220,566,0,482,3670,551,0,1629,6306,1801,0,2000,0,1841,0,1876,1566,1292,0,1985,3856,1826,0,1393,5453,1440
5937,1192,7161,681,2497,251,2135,1,3298,2,5800,69,240,89,294,1,0,2,0,1,3237,1,3684,1,0,235,5189,344,1950,814,1505,447,0,1157,2415,1018,0,552,3560,724,0,682,5322,695,3517,1,3918,1,0,2,3604,1,50,474,0,820,98,477,6636,969,0,1449,751,1398,0,231,3680,107,0,556,3790,803,145,1941,5960,1425,0,1640,13,2086,0,1923,2237,2041,7,2138,3318,1574,9,1892,5585,1468
5515,1428,6647,484,1872,1,2353,18,3718,2,5388,1,0,1,0,1,240,2,656,119,3756,142,4150,42,0,216,4739,502,1975,1213,1745,366,0,1247,2302,461,0,588,3699,779,0,726,4480,1242,4117,1,3788,1,0,31,4032,1,204,200,0,1090,0,1389,7029,123,0,2166,1344,1930,0,299,3175,479,0,265,3794,196,0,2111,6095,2167,0,1991,0,1810,188,1853,1634,2185,0,1559,4132,1231,0,1818,6253,1415
6271,902,6785,20,2692,1,2363,1,2823,2,5812,1,0,181,0,130,274,2,0,1,3764,1,3320,51,0,295,4447,316,1333,1325,1184,472,0,1122,2548,1002,68,933,4124,1114,81,423,5107,647,3326,1,3391,229,0,2,3985,1,49,970,0,715,0,1092,6969,273,0,2177,1302,2112,0,326,3425,1,107,23,4133,410,0,1970,6102,2084,0,2193,0,1466,0,1580,1727,1450,0,1934,3746,2044,0,1602,5670,2114
5836,1208,7208,424,2501,1,2367,1,3371,2,5804,1,0,1,0,72,0,450,0,1,3982,1,4098,247,549,2,4735,219,1612,791,1903,1128,0,405,2560,354,0,1048,4155,338,0,788,5185,545,4184,1,3751,112,0,2,3776,1,752,115,0,847,0,1126,7042,13,0,2176,1233,1575,0,2,3620,138,0,2,3303,820,0,1899,5595,1642,0,1560,0,2002,0,1315,1723,1369,0,1654,3571,1546,0,1776,5631,2207
6071,1244,7053,421,2156,202,2284,1,2997,2,5285,1,0,98,0,1,101,329,609,170,3881,1,3330,83,0,2,4433,380,1701,956,1552,1134,0,1051,2626,786,0,1304,3698,371,23,571,5029,1044,3431,1,3603,1,139,2,3624,1,110,219,0,438,0,1290,6603,712,0,1946,1032,1235,0,185,2862,422,0,517,3742,392,86,1889,5630,1924,0,1592,0,1968,0,1611,1694,1424,0,1998,3749,1299,0,2188,5667,2044
5609,1799,6718,1,2253,36,2464,44,3476,2,5735,1,0,1,0,16,73,2,0,1,3430,138,3779,1,0,165,5218,352,1885,419,1501,1247,0,690,3036,641,7,1196,3733,1096,0,1206,4661,799,3460,116,3888,119,0,2,3695,1,491,855,0,1353,0,714,7381,874,0,1906,1242,2165,0,225,3179,11,0,2,4169,593,0,2142,5495,1627,0,1264,187,2104,0,1900,1428,1422,65,1733,3877,2191,0,1886,5640,1704
5736,1224,7259,478,2728,1,2064,1,3362,2,5375,138,66,1,0,1,157,2,16,1,3484,1,3383,193,0,306,4365,683,1340,1143,1324,553,0,1259,2309,817,0,1269,3596,623,0,617,4794,708,3639,1,4210,1,100,2,3353,1,916,487,0,935,0,766,7124,132,0,1428,1514,1495,0,2,3025,44,97,2,3939,304,16,1754,5983,2183,0,1954,0,1990,0,2094,1992,2120,133,1718,3868,1233,0,1876,5338,1835
5645,1049,7227,192,2075,1,2793,1,2912,2,5709,1,70,1,0,1,97,260,0,1,3297,1,3736,1,306,2,4771,354,1449,1077,1815,732,0,1207,2436,565,0,1220,3304,531,0,735,5169,722,3562,220,3809,1,0,2,4142,1,229,871,0,1197,0,976,7128,234,16,2011,1389,1761,0,181,3784,404,0,196,4185,1,0,1582,6096,2217,13,1978,0,1999,0,1809,1626,1557,0,1283,3869,1698,144,1901,5807,1473
